City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Wausau,US,44.9591,-89.6301,79.03,60,20,12.66,few clouds
340,Colares,PT,38.7992,-9.4469,73.76,76,20,14.0,few clouds
341,Teguise,ES,29.0605,-13.564,73.62,69,40,17.27,scattered clouds
342,Odlabari,IN,26.8333,88.6167,76.66,94,98,2.77,moderate rain
343,Urucara,BR,-2.5364,-57.76,102.15,23,20,5.66,few clouds
344,Walvis Bay,NA,-22.9575,14.5053,59.09,86,23,10.2,few clouds
345,Gat,IL,31.61,34.7642,79.48,100,0,7.4,clear sky
346,Ekibastuz,KZ,51.6667,75.3667,48.74,43,0,6.76,clear sky
347,Beysehir,TR,37.6773,31.7246,70.41,39,0,3.67,clear sky
348,Rabo De Peixe,PT,37.8,-25.5833,76.28,85,20,13.8,few clouds
349,Ballina,AU,-28.8667,153.5667,62.02,96,100,4.63,overcast clouds
350,Ajdabiya,LY,30.7554,20.2263,77.74,58,0,7.47,clear sky
351,Leh,IN,34.1667,77.5833,58.95,39,14,4.85,few clouds
352,Tyukalinsk,RU,55.8732,72.1967,47.52,54,3,7.14,clear sky
353,Chapais,CA,49.7834,-74.8492,56.52,40,25,8.05,scattered clouds
354,Saint Anthony,US,45.0205,-93.218,78.96,64,0,12.66,clear sky
355,Tres Coracoes,BR,-21.6969,-45.2533,71.28,63,80,7.31,broken clouds
356,Colesberg,ZA,-30.72,25.0972,70.68,21,100,6.4,overcast clouds
357,Matara,LK,5.9485,80.5353,76.33,87,13,9.04,few clouds
358,Touros,BR,-5.1989,-35.4608,80.78,62,50,16.17,scattered clouds
359,Ahtopol,BG,42.1,27.95,75.76,68,93,8.61,overcast clouds
360,Beloha,MG,-25.1667,45.05,70.59,74,31,4.79,scattered clouds
361,Susehri,TR,40.1644,38.0867,70.3,44,6,3.22,clear sky
362,Rawson,AR,-43.3002,-65.1023,49.51,63,100,19.04,overcast clouds
363,Merritt Island,US,28.5392,-80.672,86.09,76,100,13.8,light rain
364,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,65,20,21.85,few clouds
365,Turtas,RU,58.9417,69.1325,47.52,74,30,6.85,scattered clouds
366,Bastia,FR,42.6667,9.3333,75.29,64,0,1.14,clear sky
367,Tohana,IN,29.7,75.9,76.32,83,0,6.85,clear sky
368,Talara,PE,-4.5772,-81.2719,70.56,73,40,11.5,scattered clouds
369,Gidole,ET,5.65,37.3667,63.63,50,100,3.58,overcast clouds
370,Sergeyevka,KZ,53.88,67.4158,52.07,42,100,12.03,overcast clouds
371,Porto Novo,BJ,6.4965,2.6036,76.96,86,64,7.96,broken clouds
372,Henties Bay,NA,-22.116,14.2845,58.03,93,12,6.87,few clouds
373,High Rock,BS,26.6208,-78.2833,80.13,71,100,4.03,moderate rain
374,Pemba,MZ,-12.974,40.5178,77.7,69,20,9.22,few clouds
375,Wisla,PL,49.6563,18.8591,50.68,89,55,5.41,light rain
376,Januaria,BR,-15.4833,-44.3667,98.47,13,1,4.27,clear sky
377,Challans,FR,46.8436,-1.8749,62.8,52,69,15.77,broken clouds
378,Havoysund,NO,70.9963,24.6622,46.63,89,100,26.11,overcast clouds
379,Maniitsoq,GL,65.4167,-52.9,45.52,91,100,9.48,overcast clouds
380,Oneida,US,43.2001,-75.4663,64.0,69,100,4.61,overcast clouds
381,Shakawe,BW,-18.3667,21.85,70.9,25,0,4.85,clear sky
382,Mohpa,IN,21.3167,78.8167,76.35,92,100,8.12,overcast clouds
383,Porto Santo,PT,33.072,-16.3415,75.58,78,75,14.97,broken clouds
384,Prieska,ZA,-29.6641,22.7474,79.66,14,100,21.63,overcast clouds
385,Mogadishu,SO,2.0371,45.3438,76.3,85,81,16.04,light rain
386,Obigarm,TJ,38.7173,69.7088,60.31,28,6,0.58,clear sky
387,Ugoofaaru,MV,5.6667,73.0,81.61,73,27,6.08,scattered clouds
388,Leshukonskoye,RU,64.8989,45.7622,49.69,98,100,5.93,overcast clouds
389,Camacupa,AO,-12.0167,17.4833,70.99,20,48,3.47,scattered clouds
390,Acari,PE,-15.4311,-74.6158,75.72,48,0,11.03,clear sky
391,Bindki,IN,26.0333,80.6,77.13,90,97,3.04,overcast clouds
392,Voi,KE,-3.3945,38.563,68.83,84,46,11.45,scattered clouds
393,Nueva Loja,EC,0.0847,-76.8828,77.02,78,75,4.61,broken clouds
394,Virginia Beach,US,36.8529,-75.978,81.05,48,20,9.22,few clouds
395,Vila Franca Do Campo,PT,37.7167,-25.4333,77.2,82,12,9.13,few clouds
396,Kavaratti,IN,10.5669,72.642,80.62,79,100,9.4,overcast clouds
397,Dubai,AE,25.2582,55.3047,93.45,59,0,10.36,clear sky
398,Alferrarede,PT,39.4833,-8.1667,75.47,73,17,1.01,few clouds
399,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,80.08,50,84,7.0,light rain
400,Buraydah,SA,26.326,43.975,87.75,17,0,10.2,clear sky
401,Were Ilu,ET,10.6,39.4333,50.76,81,3,4.18,clear sky
402,Jacareacanga,BR,-6.2222,-57.7528,94.28,37,72,6.35,broken clouds
403,Westport,US,41.1415,-73.3579,75.94,46,0,11.5,clear sky
404,Tocopilla,CL,-22.092,-70.1979,64.67,61,21,6.85,few clouds
405,Kushmurun,KZ,52.4503,64.6311,54.7,35,8,15.37,clear sky
406,Tuntange,LU,49.7178,6.0103,51.15,76,0,9.22,clear sky
407,Segezha,RU,63.7415,34.3222,51.93,92,100,9.13,moderate rain
408,Raudeberg,NO,61.9875,5.1352,50.67,10,100,32.93,overcast clouds
409,Cabedelo,BR,-6.9811,-34.8339,81.27,64,74,11.16,broken clouds
410,Tutoia,BR,-2.7619,-42.2744,81.63,72,7,13.29,clear sky
411,Nueve De Julio,AR,-35.4444,-60.8831,75.96,33,100,11.99,overcast clouds
412,Geraldton,AU,-28.7667,114.6,46.81,93,40,1.14,scattered clouds
413,Sonqor,IR,34.7837,47.6004,66.87,17,0,4.63,clear sky
414,Porbandar,IN,21.6422,69.6093,80.69,76,100,12.5,overcast clouds
415,Lisala,CD,2.15,21.5167,75.81,77,100,1.92,overcast clouds
416,Newnan,US,33.3807,-84.7997,81.91,54,75,5.75,broken clouds
417,Skibbereen,IE,51.55,-9.2667,59.11,76,8,5.19,clear sky
418,Exu,BR,-7.5119,-39.7242,90.99,20,5,8.88,clear sky
419,Chicama,PE,-7.8447,-79.1469,61.34,60,96,9.6,overcast clouds
420,Harbour Breton,CA,47.4833,-55.7983,60.26,76,81,12.66,broken clouds
421,Jabinyanah,TN,35.035,10.9081,81.63,71,0,11.39,clear sky
422,Mahibadhoo,MV,3.7833,72.9667,81.37,70,6,4.41,clear sky
423,Ambovombe,MG,-25.1667,46.0833,69.49,78,1,6.76,clear sky
424,Mangrol,IN,21.1167,70.1167,80.65,79,100,11.92,overcast clouds
425,Tiznit,MA,29.5833,-9.5,66.38,85,95,7.81,overcast clouds
426,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,85.33,12,0,10.07,clear sky
427,Road Town,VG,18.4167,-64.6167,86.04,74,40,16.11,scattered clouds
428,Tambura,SS,5.6,27.4667,68.9,98,100,6.29,moderate rain
429,Plouzane,FR,48.3833,-4.6167,57.25,72,0,10.36,clear sky
430,Sisimiut,GL,66.9395,-53.6735,48.65,78,100,9.06,overcast clouds
431,Nalut,LY,30.3333,10.85,89.1,11,0,6.44,clear sky
432,Doka,SD,13.5167,35.7667,74.07,89,24,6.26,few clouds
433,Alta Floresta,BR,-9.8756,-56.0861,100.26,21,96,1.88,overcast clouds
434,Mayumba,GA,-3.432,10.6554,74.53,85,100,7.4,overcast clouds
435,Mehamn,NO,71.0357,27.8492,46.31,87,100,11.5,overcast clouds
436,Margate,GB,51.3813,1.3862,55.87,65,78,11.01,broken clouds
437,Quevedo,EC,-1.0333,-79.45,88.99,45,100,5.64,overcast clouds
438,Aktash,RU,50.3,87.7333,22.32,87,73,1.16,broken clouds
439,Karakol,KG,42.4907,78.3936,53.47,36,12,3.02,few clouds
440,Issenye,TZ,-2.0,34.3333,75.76,39,96,6.69,overcast clouds
441,Bandarbeyla,SO,9.4942,50.8122,78.39,79,100,26.33,overcast clouds
442,Brokopondo,SR,4.75,-55.1667,91.17,45,57,3.51,broken clouds
443,Barcelona,ES,41.3888,2.159,81.84,80,40,5.75,scattered clouds
444,Kovdor,RU,67.5662,30.4758,44.91,97,100,6.78,overcast clouds
445,Umm Lajj,SA,25.0213,37.2685,86.09,50,0,8.21,clear sky
446,Bela Vista,BR,-22.1089,-56.5211,83.57,26,0,5.14,clear sky
447,Yelan,RU,50.949,43.7378,59.56,91,99,7.52,overcast clouds
448,Lebu,CL,-37.6167,-73.65,44.98,92,100,14.83,overcast clouds
449,Araguacu,BR,-12.9306,-49.8264,104.59,13,12,2.08,few clouds
450,Svetlyy,RU,54.675,20.1347,53.65,78,88,21.79,overcast clouds
451,Humaita,BR,-7.5061,-63.0208,102.54,25,63,2.68,broken clouds
452,Opuwo,NA,-18.0607,13.84,77.74,15,5,7.05,clear sky
453,Kaduqli,SD,11.0167,29.7167,71.56,92,38,4.45,light rain
454,Windsor,CA,42.3001,-83.0165,84.96,59,40,5.75,scattered clouds
455,Iturama,BR,-19.7281,-50.1956,87.35,32,11,5.61,few clouds
456,Mecca,SA,21.4267,39.8261,92.12,39,41,3.31,scattered clouds
457,Resistencia,AR,-27.4606,-58.9839,80.58,27,0,11.5,clear sky
458,Adrar,MR,20.5022,-10.0711,93.65,18,7,14.29,clear sky
459,Orangeburg,US,33.4918,-80.8557,84.49,56,40,8.05,scattered clouds
460,Vagur,FO,61.4732,-6.8119,48.61,79,100,13.2,overcast clouds
461,At-Bashi,KG,41.1702,75.8106,50.47,36,10,1.28,clear sky
462,Boende,CD,-0.2167,20.8667,76.23,75,100,2.28,overcast clouds
463,North Vernon,US,39.0062,-85.6236,85.05,50,19,5.61,few clouds
464,Conceicao Do Araguaia,BR,-8.2578,-49.2647,102.38,19,49,13.15,scattered clouds
465,Sayan,PE,-11.1361,-77.1933,77.67,44,13,10.58,few clouds
466,Nadym,RU,65.5333,72.5167,51.19,72,100,9.31,overcast clouds
467,Pavino,RU,59.1139,46.1414,49.42,91,96,5.75,overcast clouds
468,Zhob,PK,31.3411,69.4481,76.12,23,0,2.95,clear sky
469,Belmonte,BR,-15.8631,-38.8828,77.65,64,13,7.83,few clouds
470,Acarau,BR,-2.8856,-40.12,82.92,69,44,20.09,scattered clouds
471,Recreio,BR,-21.525,-42.4692,64.96,94,100,7.92,overcast clouds
472,Bull Savanna,JM,17.8868,-77.5902,85.48,61,14,7.14,few clouds
473,Carndonagh,IE,55.25,-7.2667,53.22,61,100,10.67,overcast clouds
474,Itacarambi,BR,-15.1022,-44.0919,97.99,13,3,4.36,clear sky
475,Mantua,IT,45.1667,10.7833,76.24,91,43,12.12,scattered clouds
476,Lasa,IT,46.6166,10.7002,60.37,87,58,5.79,broken clouds
477,Takoradi,GH,4.8845,-1.7554,75.92,87,90,7.9,overcast clouds
478,Tokonou,GN,9.65,-9.7833,73.02,92,29,3.6,light rain
479,Kangaatsiaq,GL,68.3065,-53.4641,39.33,91,100,11.52,overcast clouds
480,Rouvroy,FR,50.3925,2.904,53.37,86,100,14.05,overcast clouds
481,Alekseyevka,RU,50.6309,38.6903,59.83,96,48,7.34,scattered clouds
482,Saint-Medard-En-Jalles,FR,44.8969,-0.7214,66.42,55,0,9.22,clear sky
483,Visnes,NO,59.3556,5.2242,53.65,71,40,37.98,scattered clouds
484,The Valley,AI,18.217,-63.0578,84.09,76,87,25.19,overcast clouds
485,Nouakchott,MR,18.0858,-15.9785,87.73,60,0,11.83,clear sky
486,Woodstock,CA,43.1334,-80.7497,82.42,50,99,7.0,overcast clouds
487,Carballo,ES,43.213,-8.691,67.42,82,59,9.93,broken clouds
488,Aroneanu,RO,47.2,27.6,68.11,69,0,5.01,clear sky
489,Shelburne,CA,44.0787,-80.2041,79.75,91,100,2.64,overcast clouds
490,Druzhba,UA,52.0428,33.9453,52.57,74,84,7.45,broken clouds
491,Kallaste,EE,58.655,27.1592,52.03,89,24,16.75,few clouds
492,Shigony,RU,53.3875,48.6777,56.34,83,99,4.88,overcast clouds
493,Waslala,NI,13.2333,-85.3833,84.85,64,73,4.27,broken clouds
494,Grand-Santi,GF,4.25,-54.3833,96.96,30,66,4.61,broken clouds
495,Mao,ES,39.8885,4.2658,73.96,78,20,5.75,few clouds
496,Tera,NE,14.0078,0.7531,89.15,49,6,13.8,clear sky
497,Vila Do Maio,CV,15.1333,-23.2167,79.5,81,56,13.71,broken clouds
498,Pangoa,PE,-12.1167,-73.0,85.6,44,57,4.59,broken clouds
499,Coquimbo,CL,-29.9533,-71.3436,56.93,76,100,9.22,overcast clouds
500,Kirkcudbright,GB,54.8383,-4.0491,52.84,65,94,9.13,overcast clouds
501,Nizwa,OM,22.9333,57.5333,92.39,25,59,5.08,broken clouds
502,Brae,GB,60.3964,-1.353,49.35,64,100,22.03,overcast clouds
503,Triolet,MU,-20.0547,57.5453,70.27,74,5,5.99,clear sky
504,Oriximina,BR,-1.7656,-55.8661,97.43,32,69,8.55,broken clouds
505,Aasiaat,GL,68.7098,-52.8699,36.66,91,100,4.18,overcast clouds
506,Barcelos,PT,41.5388,-8.6151,72.91,81,1,2.55,clear sky
507,Sinop,TR,41.7711,34.8709,71.73,44,26,5.37,scattered clouds
508,Gurupa,BR,-1.405,-51.64,94.6,39,99,3.02,overcast clouds
509,Crestview,US,30.7621,-86.5705,89.91,50,20,4.0,few clouds
510,Esil,KZ,51.9556,66.4042,52.86,33,88,15.3,overcast clouds
511,Tias,ES,28.9611,-13.645,73.08,73,40,19.57,scattered clouds
512,Mantes-La-Ville,FR,48.9737,1.7025,57.78,71,57,8.68,broken clouds
513,Storforshei,NO,66.4043,14.5233,52.66,93,75,3.44,broken clouds
514,Tonj,SS,7.2737,28.6822,70.9,97,100,2.53,light rain
515,Qasigiannguit,GL,68.8193,-51.1922,43.05,86,88,4.18,overcast clouds
516,Trincomalee,LK,8.5711,81.2335,79.54,76,94,10.87,overcast clouds
517,La Vega,DO,19.2221,-70.5296,90.45,47,57,13.38,broken clouds
518,Kyabe,TD,9.4515,18.9449,72.61,97,100,5.75,overcast clouds
519,Perevolotskiy,RU,51.8763,54.1938,57.2,86,92,7.96,overcast clouds
520,Livramento,BR,-3.0254,-60.1803,92.07,62,20,5.75,few clouds
521,Atar,MR,20.5169,-13.0499,95.65,16,0,14.54,clear sky
522,Petershagen,DE,52.3833,8.9667,55.71,74,100,20.71,moderate rain
523,Sturgeon Bay,US,44.8342,-87.377,79.16,65,0,11.5,clear sky
524,Zadar,HR,44.1197,15.2422,74.01,78,75,6.91,broken clouds
525,Dwarka,IN,22.2394,68.9678,81.52,75,100,15.32,overcast clouds
526,Nouadhibou,MR,20.931,-17.0347,76.98,69,0,16.11,clear sky
527,Yarmouth,US,41.7057,-70.2286,72.07,46,0,12.66,clear sky
528,Tres Arroyos,AR,-38.3739,-60.2798,71.42,31,100,17.22,overcast clouds
529,Monroe,US,43.1501,-77.6831,71.28,74,100,5.75,overcast clouds
530,Chor,PK,25.5167,69.7667,82.15,72,65,17.07,broken clouds
531,Zavyalovo,RU,54.5053,82.4484,46.72,73,11,6.46,few clouds
532,Abu Zabad,SD,12.35,29.25,77.58,75,10,10.69,clear sky
533,Beyneu,KZ,45.3167,55.2,69.28,37,100,1.52,overcast clouds
534,Lokoja,NG,7.8024,6.743,77.77,87,100,4.9,overcast clouds
535,Nuuk,GL,64.1835,-51.7216,52.41,82,75,6.91,broken clouds
536,Posse,BR,-14.0931,-46.3694,96.51,12,0,3.0,clear sky
537,Makushino,RU,55.2103,67.2442,51.01,48,100,10.29,overcast clouds
538,Inirida,CO,3.8653,-67.9239,83.26,79,100,1.81,overcast clouds
539,Stephenville,US,32.2207,-98.2023,91.26,43,75,8.05,broken clouds
540,Maurepas,FR,48.7649,1.9292,56.55,64,0,9.22,clear sky
541,Sao Joao De Pirabas,BR,-0.7747,-47.1772,82.89,64,15,10.63,few clouds
542,Madawaska,US,47.3561,-68.3288,57.4,44,75,18.41,broken clouds
543,Olafsvik,IS,64.8945,-23.7142,48.9,78,100,5.46,overcast clouds
544,Nsanje,MW,-16.92,35.262,76.26,57,0,5.82,clear sky
545,Tete,MZ,-16.1564,33.5867,80.69,34,20,5.75,few clouds
546,Cozumel,MX,20.5083,-86.9458,79.95,94,100,4.0,overcast clouds
547,Vigrestad,NO,58.5667,5.7,53.58,77,35,37.98,scattered clouds
548,San Vicente,AR,-26.6167,-54.1333,73.49,35,69,6.33,broken clouds
549,Karlskoga,SE,59.3267,14.5239,54.39,79,81,6.62,broken clouds
550,Tunceli,TR,39.1083,39.5471,73.62,32,0,6.96,clear sky
551,Knokke-Heist,BE,51.3333,3.3333,58.01,68,100,15.99,light rain
552,Komatipoort,ZA,-25.4332,31.9548,72.05,58,0,4.41,clear sky
553,Warah,PK,27.4481,67.7978,87.12,39,0,9.15,clear sky
554,Nurobod,UZ,40.9056,69.8023,67.51,18,59,4.47,broken clouds
555,Kardailovo,RU,51.5386,53.9042,57.67,88,98,9.1,overcast clouds
556,Berwick,US,41.0545,-76.2333,78.12,57,7,4.45,clear sky
557,Cananeia,BR,-25.0147,-47.9267,64.87,83,65,8.97,broken clouds
558,Manicore,BR,-5.8092,-61.3003,94.95,46,0,5.75,clear sky
559,Sorsk,RU,54.0033,90.2467,34.56,86,50,5.66,scattered clouds
560,Morondava,MG,-20.2833,44.2833,74.37,85,0,12.91,clear sky
561,Abdulino,RU,53.7,53.6667,54.88,76,60,7.0,broken clouds
562,Ust-Koksa,RU,50.2696,85.6108,31.55,88,16,1.12,few clouds
563,Saint-Denis,FR,48.9167,2.3333,58.08,67,0,8.05,clear sky
564,Serik,TR,36.9169,31.0989,79.05,64,0,4.18,clear sky
565,Louis Trichardt,ZA,-23.0439,29.9032,67.8,26,0,3.74,clear sky
566,Bafra,TR,41.5678,35.9069,75.81,45,25,4.7,scattered clouds
567,Pokhara,NP,28.2333,83.9833,70.57,84,100,0.98,overcast clouds
568,Necochea,AR,-38.5473,-58.7368,69.13,44,100,17.27,overcast clouds
569,Mponela,MW,-13.5319,33.7401,65.62,60,0,9.08,clear sky
570,Itarema,BR,-2.9248,-39.9167,82.29,69,45,19.44,scattered clouds
571,Dudinka,RU,69.4058,86.1778,31.62,80,18,2.64,few clouds
572,Garoua Boulai,CM,5.8833,14.55,65.82,97,100,3.62,moderate rain
573,Chebsara,RU,59.2002,38.8356,52.93,96,100,8.32,light rain
574,Kouango,CF,4.9934,19.9619,73.96,90,99,2.35,overcast clouds
575,Sfantu Gheorghe,RO,45.8667,25.7833,64.27,81,100,1.74,light rain
576,Ibia,BR,-19.4783,-46.5389,86.92,38,82,7.02,broken clouds
577,Bud,US,39.447,-86.1758,84.4,53,100,7.31,overcast clouds
578,Temba,ZA,-25.3803,28.2631,75.11,22,3,6.02,clear sky
579,Mgandu,TZ,-5.95,34.1333,69.49,40,1,7.74,clear sky
580,Labrea,BR,-7.2586,-64.7981,101.03,25,11,2.3,few clouds
581,Tessalit,ML,20.1986,1.0114,97.86,16,99,10.02,overcast clouds
582,Monsenhor Gil,BR,-5.5642,-42.6078,102.42,18,83,4.92,broken clouds
583,Camana,PE,-16.6228,-72.7111,64.78,70,10,6.96,clear sky
584,Elat,IL,29.5581,34.9482,91.24,33,0,10.36,clear sky
585,Sorland,NO,67.667,12.6934,53.46,80,100,11.81,overcast clouds
586,Havelock,US,34.8791,-76.9013,84.18,55,0,7.38,clear sky
587,Dawlatabad,AF,36.4141,64.9053,72.55,14,0,3.2,clear sky
588,Mbanza-Ngungu,CD,-5.25,14.8667,73.51,67,51,6.46,broken clouds
589,Jamkhed,IN,18.7362,75.3121,71.31,95,100,9.08,overcast clouds
590,Monte Santo De Minas,BR,-21.1897,-46.9803,75.83,46,85,6.71,overcast clouds
591,Santiago Del Estero,AR,-27.7951,-64.2615,87.04,14,4,21.07,clear sky
592,Warrington,GB,53.3925,-2.5802,56.12,63,0,8.05,clear sky
593,Jalu,LY,29.0331,21.5482,84.25,25,0,6.87,clear sky
594,Vetlanda,SE,57.4289,15.0776,46.89,93,40,5.77,scattered clouds
595,Soyo,AO,-6.1349,12.3689,73.65,85,9,6.15,clear sky
596,Rudbar,AF,30.15,62.6,84.56,13,0,11.21,clear sky
597,Vesyegonsk,RU,58.664,37.2604,51.49,98,100,5.5,overcast clouds
598,Bulz,RO,46.9167,22.6833,53.62,95,100,0.65,overcast clouds
599,Kisangani,CD,0.5167,25.2,71.17,97,100,1.97,overcast clouds
600,Lentekhi,GE,42.7856,42.7261,60.37,72,62,6.11,broken clouds
601,Jumla,NP,29.2747,82.1838,58.44,96,100,2.64,overcast clouds
602,Horasan,TR,40.0458,42.1728,62.8,44,0,2.8,clear sky
603,Benghazi,LY,32.1167,20.0667,79.09,59,0,11.41,clear sky
604,Savalou,BJ,7.9281,1.9756,74.41,93,94,4.7,overcast clouds
605,Eregli,TR,37.5133,34.0467,70.97,27,0,2.64,clear sky
606,Karatau,KZ,43.1667,70.4667,62.71,24,99,2.89,overcast clouds
607,Kambove,CD,-10.8764,26.5969,69.35,34,38,4.16,scattered clouds
608,Keti Bandar,PK,24.1447,67.4497,81.36,75,100,17.29,overcast clouds
609,Bida,NG,9.0833,6.0167,78.8,81,99,1.05,overcast clouds
610,Maragogi,BR,-9.0122,-35.2225,77.77,60,100,8.59,overcast clouds
611,Killin,US,33.6123,-91.7412,84.29,45,20,4.61,few clouds
612,Jaque,PA,7.5175,-78.1703,80.33,82,100,5.17,light rain
613,Erzincan,TR,39.75,39.5,61.9,63,0,2.3,clear sky
614,Rio Grande,BR,-32.035,-52.0986,71.71,66,0,14.76,clear sky
615,Villa Carlos Paz,AR,-31.4241,-64.4978,78.06,19,100,27.0,overcast clouds
616,Inta,RU,66.0317,60.1659,52.97,71,100,10.47,overcast clouds
617,Burlatskoye,RU,45.0564,43.635,70.74,48,48,5.39,scattered clouds
618,Le Port,RE,-20.9373,55.2919,69.8,78,45,4.21,scattered clouds
619,Fartura,BR,-23.3883,-49.51,66.16,64,100,11.68,overcast clouds
620,Maltahohe,NA,-24.8333,16.9833,71.11,29,9,17.52,clear sky
621,Pedasi,PA,7.5333,-80.0333,86.07,75,100,7.52,overcast clouds
622,Tutin,RS,42.9903,20.3314,60.67,88,96,6.58,overcast clouds
623,Hautmont,FR,50.2508,3.9214,50.59,91,100,9.48,overcast clouds
624,Uyo,NG,5.0333,7.9266,73.58,95,100,3.85,light rain
625,Kurchatov,RU,51.6601,35.6521,54.01,87,100,6.93,overcast clouds
626,Nantucket,US,41.2835,-70.0995,73.51,42,0,14.97,clear sky
627,Katsina,NG,12.9894,7.6006,81.46,67,100,9.17,overcast clouds
628,Gornyak,RU,50.9942,81.4661,46.76,62,0,15.1,clear sky
629,Piste,MX,20.7,-88.5833,96.85,56,100,11.5,overcast clouds
630,Zhezkazgan,KZ,47.8043,67.7144,54.9,25,13,10.04,few clouds
631,Yecla,ES,38.6137,-1.1147,71.78,52,85,4.32,overcast clouds
632,Bonavista,CA,48.6499,-53.1147,55.63,86,93,14.45,overcast clouds
633,Kitgum,UG,3.2783,32.8867,66.49,93,99,3.09,light rain
634,Pitimbu,BR,-7.4706,-34.8086,81.19,64,19,11.03,few clouds
635,Kharod,IN,21.75,82.5667,75.24,93,46,7.0,scattered clouds
636,Gobabis,NA,-22.45,18.9667,68.77,17,0,12.84,clear sky
637,Nybro,SE,56.7446,15.9071,54.05,95,25,6.62,scattered clouds
638,Talnakh,RU,69.4865,88.3972,31.21,84,13,4.76,few clouds
639,Lere,NG,10.387,8.5726,71.47,90,100,4.36,light rain
640,Bambari,CF,5.768,20.6757,71.82,95,94,1.97,overcast clouds
641,Crotone,IT,39.0851,17.1178,81.19,73,5,8.59,clear sky
642,Doha,QA,25.2867,51.5333,94.98,37,0,10.36,clear sky
643,San Jose,US,37.3394,-121.895,80.49,51,0,5.75,clear sky
644,Calamar,CO,10.2511,-74.9146,89.51,61,100,3.71,overcast clouds
645,Senneterre,CA,48.3835,-77.2328,58.19,35,0,4.56,clear sky
646,Kabalo,CD,-6.05,26.9167,86.05,32,93,1.52,overcast clouds
647,Chhindwara,IN,22.0667,78.9333,70.63,95,100,5.86,moderate rain
648,Chingola,ZM,-12.529,27.8838,68.67,35,4,2.8,clear sky
649,Rawah,IQ,34.4816,41.9093,84.69,22,0,9.46,clear sky
650,Saint-Georges,GD,12.0564,-61.7485,85.14,68,96,4.61,overcast clouds
651,Conchas,BR,-23.0153,-48.0106,69.01,56,98,15.73,overcast clouds
652,Kastamonu,TR,41.5,33.6667,65.48,46,14,2.91,few clouds
653,Ordzhonikidze,KZ,52.4411,61.7408,54.14,34,61,8.72,broken clouds
654,Mandera,KE,3.9366,41.867,81.88,51,91,21.74,overcast clouds
655,Villazon,BO,-22.0866,-65.5942,66.79,3,0,15.03,clear sky
656,Coleraine,GB,55.1333,-6.6667,53.51,61,96,15.61,overcast clouds
657,Zarubino,RU,42.63,131.0922,63.63,94,100,19.44,overcast clouds
658,Turayf,SA,31.6725,38.6637,80.85,28,0,11.5,clear sky
659,Sochi,RU,43.6,39.7303,71.69,58,100,6.76,overcast clouds
660,Bandundu,CD,-3.3167,17.3667,76.75,81,100,5.46,moderate rain
661,Nokaneng,BW,-19.6667,22.2667,70.57,20,0,7.05,clear sky
662,Leninogorsk,RU,54.6026,52.4609,53.02,73,100,4.41,overcast clouds
663,Derazhnya,UA,49.2692,27.4338,57.94,66,100,4.81,overcast clouds
664,Calvinia,ZA,-31.4707,19.776,60.64,38,100,5.93,overcast clouds
665,Marystown,CA,47.1666,-55.1483,60.75,74,16,25.37,few clouds
666,Bay Roberts,CA,47.5999,-53.2648,61.34,83,78,8.99,broken clouds
667,Salta,AR,-24.7859,-65.4117,75.79,24,0,12.66,clear sky
668,Zdvinsk,RU,54.7021,78.661,52.14,57,100,5.32,overcast clouds
669,Matay,EG,28.419,30.7792,80.44,30,0,7.18,clear sky
670,Huayucachi,PE,-12.1333,-75.2333,61.16,49,96,5.86,overcast clouds
671,Port-Gentil,GA,-0.7193,8.7815,78.76,78,75,11.5,broken clouds
672,Miandrivazo,MG,-19.5167,45.4667,73.99,67,0,4.54,clear sky
673,Volga,RU,57.9516,38.3879,52.86,98,100,8.7,moderate rain
674,Basoko,CD,1.2391,23.616,72.14,93,78,2.8,light rain
675,Loralai,PK,30.3705,68.598,74.3,24,0,7.11,clear sky
676,Decatur,US,39.8403,-88.9548,82.98,57,20,10.36,few clouds
677,Muyezerskiy,RU,63.9333,31.65,45.95,98,100,3.98,overcast clouds
678,Barra Patuca,HN,15.8,-84.2833,84.45,71,100,8.97,overcast clouds
679,Gasa,PS,31.5,34.4667,72.88,61,0,8.61,clear sky
680,Tokat,TR,40.4167,36.5833,65.64,33,63,1.23,broken clouds
681,Balkanabat,TM,39.5108,54.3671,77.02,36,16,1.21,few clouds
682,Carutapera,BR,-1.195,-46.02,83.89,63,12,10.8,few clouds
683,Neuquen,AR,-38.9516,-68.0591,76.89,14,0,9.22,clear sky
684,Praia Da Vitoria,PT,38.7333,-27.0667,79.05,73,20,10.49,few clouds
685,Taybad,IR,34.74,60.7756,72.99,31,0,15.17,clear sky
686,Podgornoye,RU,51.735,39.1496,59.22,94,0,6.71,clear sky
687,Hinganghat,IN,20.5667,78.8333,75.42,92,100,9.62,overcast clouds
688,Tazovskiy,RU,67.4667,78.7,38.79,68,100,11.36,overcast clouds
689,Araouane,ML,18.9048,-3.5265,102.54,12,10,5.84,clear sky
